numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07130;20230201030000;103160;0;5;310;3.500000;280.850000;277.650000;80;12050;0;mq;mq;100;8;800;mq;mq;mq;102700;mq;mq;20;mq;mq;mq;mq;279.650000;mq;mq;5.700000;6.500000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.200000;0.400000;0.400000;mq;mq;mq;mq;8;mq;960;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20230201030000;103030;10;3;280;2.900000;280.250000;276.150000;75;19940;0;mq;mq;100;8;800;mq;mq;mq;101230;mq;mq;-20;mq;mq;mq;mq;278.250000;mq;mq;5.700000;5.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20230201030000;102840;-10;5;240;2.200000;279.750000;278.050000;89;18780;0;mq;mq;100;8;800;mq;mq;mq;101720;mq;mq;-140;mq;mq;mq;mq;mq;mq;mq;3.500000;3.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20230201030000;102820;-30;8;250;6.300000;278.950000;277.750000;92;18310;0;mq;mq;100;8;450;mq;mq;mq;101350;mq;mq;-160;mq;mq;mq;mq;278.050000;mq;mq;9.100000;9.800000;-10;1;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;5;mq;300;6;mq;480;8;mq;1290;mq;mq;mq;
07181;20230201030000;102680;-60;5;250;6.500000;277.150000;276.750000;97;12760;0;mq;mq;100;8;150;mq;mq;mq;98380;mq;mq;-240;mq;mq;mq;mq;276.150000;mq;mq;9.400000;11.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.400000;0.400000;mq;mq;mq;mq;8;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20230201030000;102600;-90;6;200;5.100000;277.650000;275.650000;87;45470;0;mq;mq;100;4;800;mq;mq;mq;100720;mq;mq;-370;mq;mq;mq;mq;276.050000;mq;mq;8.000000;9.300000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;4;mq;750;4;mq;1350;8;mq;1620;mq;mq;mq;
07222;20230201030000;103150;0;0;310;1.100000;280.450000;280.050000;97;9150;0;mq;mq;100;8;800;mq;mq;mq;102830;mq;mq;50;mq;mq;mq;mq;278.350000;mq;mq;1.600000;1.700000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20230201030000;103050;-20;8;280;2.400000;279.450000;278.550000;94;15620;0;mq;mq;100;8;250;mq;mq;mq;101660;mq;mq;-10;mq;mq;mq;mq;278.350000;mq;mq;4.000000;4.100000;-10;0;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;2;mq;270;8;mq;1020;mq;mq;mq;mq;mq;mq;
07255;20230201030000;103080;-40;8;240;1.800000;277.650000;277.250000;97;7780;50;mq;mq;mq;mq;mq;mq;mq;mq;101010;mq;mq;-30;mq;mq;mq;mq;275.850000;mq;mq;3.100000;3.600000;-10;mq;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20230201030000;102950;-70;6;200;2.200000;276.750000;274.950000;88;27190;0;mq;mq;100;7;800;mq;mq;mq;100210;mq;mq;-120;mq;mq;mq;mq;277.350000;mq;mq;3.300000;4.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;660;7;mq;930;7;mq;1440;mq;mq;mq;
07299;20230201030000;102820;-90;6;240;1.700000;277.250000;274.450000;82;35110;0;mq;mq;100;8;450;mq;mq;mq;99440;mq;mq;-190;mq;mq;mq;mq;274.850000;mq;mq;4.600000;8.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;450;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20230201030000;103220;-60;7;260;1.500000;282.050000;280.450000;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102930;mq;mq;50;mq;mq;mq;mq;mq;mq;mq;2.300000;2.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;2.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20230201030000;103160;-50;8;210;1.700000;277.250000;276.550000;95;15700;0;mq;mq;100;8;1250;mq;mq;mq;101650;mq;mq;0;mq;mq;mq;mq;277.850000;mq;mq;2.400000;2.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;1050;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20230201030000;103170;-30;8;280;0.700000;276.750000;275.550000;92;24430;0;mq;mq;100;8;800;mq;mq;mq;98200;mq;mq;-20;mq;mq;mq;mq;276.650000;mq;mq;1.200000;3.100000;-10;2;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.600000;mq;mq;mq;mq;8;mq;870;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20230201030000;103140;-20;8;240;1.900000;275.850000;273.750000;86;18440;0;mq;mq;100;8;800;mq;mq;mq;99030;mq;mq;-30;mq;mq;mq;mq;275.550000;mq;mq;3.400000;3.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20230201030000;mq;-30;8;320;3.400000;275.050000;271.950000;80;20000;0;mq;mq;100;8;450;mq;mq;mq;93050;92500;881;60;mq;mq;mq;mq;273.150000;mq;mq;5.500000;5.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;570;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20230201030000;103030;-50;8;220;0.600000;276.950000;274.650000;85;20000;1;2;2;75;6;mq;35;20;10;100040;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;1.900000;1.900000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;6;1200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20230201030000;103270;0;0;280;1.100000;277.250000;276.950000;98;7580;0;mq;mq;100;8;1250;mq;mq;mq;102660;mq;mq;30;mq;mq;mq;mq;273.650000;mq;mq;1.900000;2.200000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;1170;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20230201030000;103170;-10;5;330;1.300000;278.950000;278.950000;100;220;45;mq;mq;101;9;30;mq;mq;mq;99950;mq;mq;-50;mq;mq;mq;mq;278.950000;mq;mq;2.300000;2.300000;-10;2;0.000000;mq;mq;0.000000;0.200000;0.200000;0.400000;0.800000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20230201030000;103030;-30;5;350;4.800000;275.050000;272.950000;86;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;94390;mq;mq;80;mq;mq;mq;mq;273.250000;mq;mq;8.100000;10.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20230201030000;102780;-30;8;20;6.700000;280.050000;273.750000;64;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101860;mq;mq;160;mq;mq;mq;mq;277.150000;mq;mq;11.400000;12.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20230201030000;mq;40;6;50;0.600000;269.550000;266.950000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;92200;mq;mq;280;mq;266.450000;mq;281.350000;mq;mq;mq;mq;mq;mq;mq;0.020000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20230201030000;103240;-30;6;290;0.800000;279.650000;278.950000;95;43400;0;mq;mq;100;8;250;mq;mq;mq;102500;mq;mq;-90;mq;mq;mq;mq;279.450000;mq;mq;1.200000;1.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;210;8;mq;690;mq;mq;mq;mq;mq;mq;
07621;20230201030000;103240;-70;7;190;2.200000;278.150000;273.750000;73;48790;0;mq;mq;100;8;1250;mq;mq;mq;98760;mq;mq;-80;mq;mq;mq;mq;276.650000;mq;mq;2.800000;5.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;1230;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20230201030000;103240;-70;7;210;1.900000;278.950000;273.050000;66;20000;0;mq;mq;100;8;1250;mq;mq;mq;98160;mq;mq;-60;mq;mq;mq;mq;276.650000;mq;mq;4.800000;6.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;1290;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20230201030000;103160;-60;6;250;1.800000;280.650000;276.650000;76;54470;0;mq;mq;100;8;800;mq;mq;mq;101300;mq;mq;-120;mq;mq;mq;mq;278.350000;mq;mq;3.300000;5.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;780;8;mq;1440;mq;mq;mq;mq;mq;mq;
07643;20230201030000;102740;-40;5;290;1.800000;274.550000;272.150000;84;32450;0;mq;mq;mq;0;mq;mq;mq;mq;102640;mq;mq;220;mq;mq;mq;mq;275.050000;mq;mq;2.500000;4.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20230201030000;102430;-50;6;310;6.600000;279.550000;273.650000;66;60000;0;mq;mq;mq;1;7080;mq;mq;mq;102030;mq;mq;330;mq;mq;mq;mq;272.750000;mq;mq;9.800000;11.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;7080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20230201030000;mq;mq;mq;310;4.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5.400000;5.400000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20230201030000;102250;-50;7;330;5.000000;280.250000;273.450000;62;40000;1;2;2;90;0;mq;30;20;12;101930;mq;mq;310;mq;mq;mq;mq;278.150000;mq;mq;6.800000;6.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;0;6600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20230201030000;102800;-20;8;290;4.000000;282.050000;273.950000;57;60000;0;mq;mq;mq;0;mq;mq;mq;mq;102260;mq;mq;170;mq;mq;mq;mq;277.950000;mq;mq;6.200000;10.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20230201030000;102470;-20;8;30;3.900000;277.150000;275.450000;89;38190;0;mq;mq;mq;0;mq;mq;mq;mq;102360;mq;mq;540;mq;mq;mq;mq;275.750000;mq;mq;5.700000;6.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20230201030000;102340;-80;8;220;3.900000;279.750000;275.450000;74;60000;0;mq;mq;75;6;5160;mq;mq;mq;102190;mq;mq;390;mq;mq;mq;mq;277.750000;mq;mq;6.000000;6.300000;-10;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;mq;5160;6;mq;6120;6;mq;7020;mq;mq;mq;
61968;20230201030000;101100;110;3;180;1.200000;300.650000;298.250000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101050;mq;mq;-10;mq;300.250000;mq;304.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20230201030000;101360;70;3;mq;mq;298.350000;293.150000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101290;mq;mq;-70;mq;298.250000;mq;302.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20230201030000;mq;100;3;140;6.500000;300.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100990;mq;mq;-60;mq;300.150000;mq;305.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20230201030000;101240;90;3;140;1.500000;298.450000;295.350000;83;47110;0;mq;mq;mq;0;mq;mq;mq;mq;101090;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;3.500000;3.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;4.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20230201030000;101060;90;2;320;2.900000;293.850000;290.850000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100720;mq;mq;-280;mq;288.550000;mq;297.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;15.100000;17.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20230201030000;101780;230;1;220;6.800000;277.750000;274.250000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99980;mq;mq;1300;mq;276.450000;mq;280.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20230201030000;99370;590;1;260;11.300000;276.250000;274.450000;88;2000;63;mq;mq;100;8;450;39;61;60;99000;mq;mq;390;mq;mq;mq;mq;mq;mq;mq;mq;18.000000;-10;mq;mq;mq;mq;0.400000;1.000000;mq;mq;mq;mq;mq;mq;mq;2;9;300;8;6;330;mq;mq;mq;mq;mq;mq;
67005;20230201030000;101120;70;2;210;4.800000;300.850000;298.450000;87;20000;0;mq;mq;mq;5;450;mq;mq;mq;101040;mq;mq;-80;mq;mq;mq;mq;mq;mq;mq;6.300000;6.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;450;5;mq;720;mq;8;mq;mq;mq;mq;
71805;20230201030000;100910;300;3;330;10.200000;270.450000;270.150000;98;12400;66;mq;mq;100;8;450;mq;mq;mq;100820;mq;mq;-800;mq;mq;mq;mq;273.450000;mq;mq;15.400000;18.900000;-10;mq;mq;mq;mq;-0.100000;0.600000;5.800000;5.800000;5.800000;mq;mq;mq;mq;7;mq;300;7;mq;420;8;mq;570;mq;mq;mq;
78890;20230201030000;101560;40;0;20;9.400000;297.950000;293.250000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101240;mq;mq;10;mq;297.050000;mq;301.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20230201030000;101740;70;1;40;7.600000;297.350000;290.550000;66;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101220;mq;mq;60;mq;294.750000;mq;301.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20230201030000;101630;50;0;290;1.100000;293.750000;292.250000;91;27900;mq;mq;mq;mq;mq;mq;mq;mq;mq;101540;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20230201030000;101610;50;0;60;5.900000;297.850000;293.150000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101160;mq;mq;60;mq;294.750000;mq;300.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.200000;1.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20230201030000;101600;60;0;40;1.200000;293.550000;292.550000;94;48810;0;mq;mq;mq;0;mq;mq;mq;mq;101510;mq;mq;60;mq;mq;mq;mq;mq;mq;mq;2.500000;2.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;1.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20230201030000;101290;80;1;50;1.000000;296.750000;296.450000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101230;mq;mq;90;mq;295.750000;mq;303.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5.200000;5.200000;5.200000;5.600000;21.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20230201030000;101240;30;0;240;0.700000;296.550000;296.250000;98;19830;0;mq;mq;mq;1;3000;mq;mq;mq;101150;mq;mq;10;mq;mq;mq;mq;297.850000;mq;mq;1.000000;1.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.200000;9.300000;mq;mq;mq;mq;1;mq;3000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20230201030000;101210;50;0;0;0.000000;296.950000;296.450000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101130;mq;mq;30;mq;295.550000;mq;305.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;2.800000;2.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20230201030000;mq;mq;mq;360;1.600000;296.550000;295.850000;96;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;295.550000;mq;303.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;15.800000;15.800000;15.800000;16.800000;25.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20230201030000;98490;60;3;130;17.000000;272.650000;267.450000;65;15000;2;1;1;100;5;800;35;20;18;97960;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;24.700000;27.300000;-30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5;6;690;6;2;5400;mq;mq;mq;mq;mq;mq;
07005;20230201060000;102640;30;1;280;5.900000;279.250000;276.750000;84;16190;0;mq;mq;mq;mq;mq;mq;mq;mq;101740;mq;mq;-80;278.950000;mq;281.950000;mq;277.450000;mq;mq;8.900000;10.800000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20230201060000;102470;30;3;250;5.600000;277.750000;275.650000;86;17590;0;mq;mq;mq;5;6060;mq;mq;mq;101880;mq;mq;-140;276.850000;mq;281.250000;mq;275.850000;mq;mq;7.900000;8.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.400000;mq;mq;mq;mq;5;mq;6060;5;mq;7140;mq;mq;mq;mq;mq;mq;
07020;20230201060000;102930;20;3;290;8.300000;282.650000;277.250000;69;14000;1;2;mq;90;7;800;35;mq;mq;102820;mq;mq;60;281.850000;mq;282.950000;mq;mq;mq;mq;11.300000;12.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;6;700;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20230201060000;103000;10;3;260;4.000000;279.250000;276.750000;84;19830;0;mq;mq;100;8;1250;mq;mq;mq;102160;mq;mq;20;278.650000;mq;282.150000;mq;278.550000;mq;mq;5.200000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;8;mq;1260;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20230201060000;102830;10;3;280;4.700000;279.650000;275.550000;75;16790;0;mq;mq;mq;4;800;mq;mq;mq;100890;mq;mq;-70;279.650000;mq;280.950000;mq;278.050000;mq;mq;7.900000;8.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.400000;mq;mq;mq;mq;1;mq;810;4;mq;1290;mq;mq;mq;mq;mq;mq;
07072;20230201060000;102690;80;1;270;3.700000;278.450000;275.750000;83;16900;0;mq;mq;90;7;800;mq;mq;mq;101510;mq;mq;-200;278.150000;mq;280.350000;mq;276.850000;mq;mq;6.300000;7.700000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;840;7;mq;1140;7;mq;6840;mq;mq;mq;
07110;20230201060000;103310;60;3;320;3.000000;281.150000;276.650000;73;19700;0;mq;mq;100;8;1250;mq;mq;mq;102090;mq;mq;140;280.350000;mq;282.350000;mq;278.450000;mq;mq;4.700000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.600000;mq;mq;mq;mq;8;mq;1050;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20230201060000;103190;50;3;280;4.400000;282.550000;276.750000;67;15000;0;2;mq;100;8;800;34;mq;mq;102470;mq;mq;120;282.250000;mq;282.750000;mq;mq;mq;mq;7.600000;10.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.800000;mq;mq;mq;mq;8;6;700;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20230201060000;103180;20;3;290;2.900000;280.550000;277.350000;80;31370;0;mq;mq;100;8;800;mq;mq;mq;102720;mq;mq;50;280.150000;mq;281.550000;mq;279.650000;mq;mq;3.800000;5.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.400000;mq;mq;mq;mq;8;mq;960;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20230201060000;103050;20;3;260;2.000000;279.950000;276.050000;76;19980;0;mq;mq;100;8;800;mq;mq;mq;101250;mq;mq;0;279.950000;mq;280.850000;mq;278.150000;mq;mq;3.000000;8.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;930;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20230201060000;102900;60;3;280;2.700000;279.050000;275.350000;77;19780;0;mq;mq;mq;3;1250;mq;mq;mq;101780;mq;mq;-90;279.050000;mq;280.750000;mq;mq;mq;mq;4.700000;5.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;3;mq;1230;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20230201060000;102890;70;3;270;4.000000;279.150000;276.850000;85;20000;0;mq;mq;100;8;800;mq;mq;mq;101420;mq;mq;-100;278.250000;mq;279.650000;mq;278.050000;mq;mq;5.700000;7.600000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;870;8;mq;1080;mq;mq;mq;mq;mq;mq;
07181;20230201060000;102710;30;3;250;6.100000;277.550000;275.850000;89;19350;0;mq;mq;100;8;1250;mq;mq;mq;98410;mq;mq;-240;276.650000;mq;277.650000;mq;276.150000;mq;mq;8.900000;10.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.400000;0.400000;mq;mq;mq;mq;8;mq;1230;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20230201060000;102630;40;3;210;5.100000;278.550000;275.850000;83;46650;0;mq;mq;100;8;800;mq;mq;mq;100760;mq;mq;-340;277.550000;mq;278.750000;mq;276.050000;mq;mq;9.000000;9.000000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;720;8;mq;930;mq;mq;mq;mq;mq;mq;
07222;20230201060000;103240;80;3;290;1.800000;279.950000;279.050000;94;15950;0;mq;mq;90;7;800;mq;mq;mq;102910;mq;mq;130;279.550000;mq;280.750000;mq;278.350000;mq;mq;2.500000;3.000000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20230201060000;103110;60;2;290;2.500000;279.850000;277.650000;86;48560;0;mq;mq;100;8;800;mq;mq;mq;101720;mq;mq;30;278.650000;mq;279.850000;mq;278.350000;mq;mq;4.100000;4.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;870;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20230201060000;103120;40;1;260;1.800000;277.850000;277.150000;95;12370;0;mq;mq;mq;mq;mq;mq;mq;mq;101050;mq;mq;-30;277.250000;mq;278.550000;mq;275.850000;mq;mq;3.200000;3.200000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20230201060000;103000;50;3;190;1.900000;276.650000;275.350000;91;31810;0;mq;mq;90;7;450;mq;mq;mq;100260;mq;mq;-90;276.650000;mq;278.550000;mq;277.150000;mq;mq;2.900000;4.300000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;3;mq;480;7;mq;1410;mq;8;mq;mq;mq;mq;
